Customer ID,Customer Name,Email,Phone Number,Address Line 1,City,Country,Postcode,Loyalty Card
CUST-98272-AS,Erin Carter,ecarter9830@gmail.com,491541237976,7534 Jackson Burg Suite 277,Davishaven,Germany,87990,Yes
CUST-36780-AS,Patricia Snow,psnow855@gmail.com,17252274592,136 Larry Street,Michaelbury,United States,65275,No
CUST-34394-US,Jeffery Cox,jcox541@gmail.com,818091024464,526 Bentley Villages,Paulland,Japan,45716,Yes
CUST-67756-EU,Ashley Blake,80606906@yahoo.com,16508004589,207 Valenzuela Rue Suite 770,Morrowborough,United States,34982,Yes
CUST-52423-SA,Michael Johnson,mjohnson9655@gmail.com,5571943483583,7937 Miller Route Suite 487,Port Davidbury,Brazil,56464,No
CUST-78037-EU,Jacob Parker,jparker3924@gmail.com,16866931601,673 Elizabeth Streets,Olsenton,United States,6982,No
CUST-61073-AF,Omar Castillo,ocastillo327@yahoo.com,27797092098,2614 Cunningham Shores Suite 100,Travismouth,South Africa,12795,No
CUST-26938-US,Daniel Taylor,dtaylor81@yahoo.com,18923791210,8135 Nelson Summit,Cynthiaburgh,United States,2386,No
CUST-39463-EU,Lori Peck,lpeck45@hotmail.com,27755561448,07784 Richmond Mission Suite 172,Gardnerborough,South Africa,51823,Yes
CUST-62426-US,Shane Roy,sroy09@gmail.com,27750297033,4537 Hamilton Mission,East Sharonburgh,South Africa,64108,Yes
CUST-92670-AS,Gregory Valenzuela,gvalenzuela9954@gmail.com,27650764153,3953 John Trail Apt. 004,South Bradley,South Africa,968,Yes
CUST-50163-US,James Jensen,jjensen4943@yahoo.com,5561910822482,32385 Flowers Station Apt. 383,North Eric,Brazil,28839,No
CUST-81791-SA,Amanda Lopez,alopez68@hotmail.com,18699381802,190 Clark Stravenue Suite 904,Ernesttown,United States,63819,No
CUST-66485-EU,Eric Cook,ecook484@yahoo.com,14394858036,261 Martin Divide,Richardmouth,United States,6263,Yes
CUST-11885-AS,Brian Palmer,bpalmer347@hotmail.com,5571972985817,28304 Hall Island Apt. 759,New Johnathan,Brazil,71066,Yes
CUST-47679-EU,Sean Allen,sallen0508@hotmail.com,817016267068,291 Arellano Lights Apt. 862,Jenniferville,Japan,40561,No
CUST-53690-EU,Daniel Hudson,dhudson9782@gmail.com,491645413249,32655 Wright Turnpike,North Meganchester,Germany,50860,No
CUST-85554-AF,Patrick Johnson,pjohnson1665@yahoo.com,17253386175,0074 Victoria Mountain Apt. 353,Carlafort,United States,45607,Yes
CUST-45702-AS,Daniel Gordon,dgordon14@gmail.com,4916747065591,82991 Bailey Lane Apt. 831,Romerostad,Germany,56512,Yes
CUST-99848-US,Mrs. Kelly Chapman,mchapman86@hotmail.com,5538939402915,55123 Sparks Pass,East Holly,Brazil,37785,Yes
CUST-11169-AF,Rachael Martin,rmartin5141@gmail.com,818014878909,87110 Salazar Groves,Jimenezshire,Japan,73573,No
CUST-46274-AS,Jacob Johnson,jjohnson5802@yahoo.com,817013742135,3979 Craig Track,New Eric,Japan,14792,Yes
CUST-41554-EU,Robert Barrett,rbarrett7415@hotmail.com,817094790857,9750 Patrick Pass,Bernardfurt,Japan,56269,Yes
CUST-32636-EU,Jeffrey Flores,jflores170@hotmail.com,5505960406005,036 Heath Divide Apt. 886,Lake Alexander,Brazil,39284,No
CUST-48324-EU,Beth Cunningham,bcunningham5440@gmail.com,27767045460,654 Johnson Ports Suite 493,Lake Mark,South Africa,81823,Yes
CUST-32741-US,Katelyn Wilson,6584845@gmail.com,27623403369,119 Stacy Pines,Port Mary,South Africa,44510,Yes
CUST-31579-AF,Todd Parker,tparker58@gmail.com,4915433131123,17138 Cantrell Point Apt. 143,Jamesmouth,Germany,7346,Yes
CUST-77698-EU,Julia Harrison,jharrison5222@hotmail.com,27876805553,4198 Michelle Ramp,West Tara,South Africa,87797,No
CUST-23394-US,Daniel Mcgee,dmcgee40@yahoo.com,27688883021,63896 James Port Suite 683,North Andrew,South Africa,90358,No
CUST-64100-US,Joshua Kidd,jkidd772@hotmail.com,817009411591,1356 Rhodes Green Suite 947,Jonesmouth,Japan,57404,Yes
CUST-95062-EU,Tammy Mccullough DDS,tdds91@yahoo.com,819056636368,686 Porter Fields Suite 559,East Ericachester,Japan,45294,No
CUST-15568-SA,Caitlin Oconnor,coconnor4214@yahoo.com,4915665231146,58456 Samantha Fords Suite 245,Williambury,Germany,60343,Yes
CUST-66527-AF,Angel Yoder,ayoder06@hotmail.com,16473907143,27857 Norman Hollow Suite 299,East Alyssaberg,United States,26157,Yes
CUST-16447-AS,Barbara Baker,bbaker2633@hotmail.com,4915717580781,01240 Samantha Oval Apt. 162,North Christopherland,Germany,66144,No
CUST-28353-SA,Donald Jimenez,djimenez1574@yahoo.com,4916646152364,943 Brown Street,Rodneyview,Germany,68892,Yes
CUST-45553-EU,Mary Hart,mhart04@gmail.com,5524967513791,302 Rachel Mission,North Nathan,Brazil,35557,No
CUST-58440-AF,Russell Gordon,rgordon35@yahoo.com,5520975501479,0707 David Island,East Edgar,Brazil,57966,No
CUST-12562-SA,Thomas Kent,tkent402@hotmail.com,491518251025,3629 Burns Islands,Catherinetown,Germany,70296,Yes
CUST-65726-US,Johnny Miller,jmiller02@gmail.com,4916907689991,3658 Scott Heights,Watsonchester,Germany,54125,Yes
CUST-59820-SA,David Torres,dtorres79@hotmail.com,491517437169,68400 Hicks Port,Amberbury,Germany,30518,No
CUST-51321-EU,Daniel Jensen,djensen18@gmail.com,27755715377,25410 Jennifer Cove Apt. 234,Soniafurt,South Africa,3079,No
CUST-62775-AS,Stanley Waters,swaters82@yahoo.com,5509947494617,85771 Debbie Crescent Suite 539,Shannonside,Brazil,60146,Yes
CUST-25225-AF,Kelli Le,kle15@gmail.com,491753806162,7813 Wu Spurs,Kaitlynview,Germany,82428,No
CUST-93111-EU,Karen Cook,kcook5259@yahoo.com,818041239107,396 Watts Park Suite 890,East Andrewton,Japan,93573,Yes
CUST-30300-SA,Mario Johnson,mjohnson732@gmail.com,818081493634,055 Fuentes Cliffs,Lake Daniel,Japan,86982,Yes
CUST-58370-SA,Timothy Andersen,7028925@hotmail.com,27889560964,459 Mallory Spring,Christopherton,South Africa,68515,No
CUST-19294-AF,Riley King,rking45@yahoo.com,27870598879,0322 Wall Skyway,Joelville,South Africa,16159,Yes
CUST-74441-AF,Christian Perkins,cperkins97@gmail.com,17806848700,1515 Oconnor Burgs,West Franklin,United States,90129,No
CUST-10048-SA,Carl Lynch,clynch022@gmail.com,16682838014,3689 Martin Camp Apt. 094,Jenniferborough,United States,19878,Yes
CUST-57337-AS,Alyssa Patterson,apatterson3054@yahoo.com,12395305868,94431 Smith Stravenue,Matthewborough,United States,95200,Yes
CUST-25420-US,Rachel Bowman,rbowman98@gmail.com,27819949268,7358 Davis Street,Wongton,South Africa,73265,Yes
CUST-39977-AS,Laura Mooney,lmooney867@hotmail.com,27684384284,52178 Williamson Inlet Apt. 018,Mccoyfurt,South Africa,48089,Yes
CUST-65373-US,Benjamin Woods,bwoods1657@gmail.com,27692516881,95535 Joy Ports Suite 892,West Allen,South Africa,37079,Yes
CUST-37222-SA,Mr. Steven Williams,mwilliams52@gmail.com,819031985689,32077 Pope Isle,Danielleshire,Japan,75331,Yes
CUST-50479-US,Sandra Adams,sadams9519@hotmail.com,27821645880,0355 Melissa Inlet Suite 110,Brianmouth,South Africa,88474,No
CUST-95874-SA,Monique Woods,mwoods0414@gmail.com,818006944741,94576 Thomas Walks Suite 786,Danielland,Japan,97054,No
CUST-95512-EU,Barbara Jordan,bjordan4520@hotmail.com,13836412611,75522 Barnes Via Apt. 312,Port Donald,United States,66559,Yes
CUST-34806-AS,Jimmy Sims,jsims1939@hotmail.com,16499967466,12873 Wood Trace,Port Shannon,United States,59166,No
CUST-68929-EU,Michael Gentry,93018190@hotmail.com,15625037589,089 Davis Alley,West Erica,United States,2854,No
CUST-77817-US,Frank Burke,fburke5843@hotmail.com,491762954205,47533 Aaron Pine,Port Cynthiaborough,Germany,88131,No
CUST-73628-US,David Burke,dburke1172@gmail.com,491700795525,04148 Williams Flats,Lake Dawnborough,Germany,79240,No
CUST-51056-US,Michael Jimenez,mjimenez84@gmail.com,5597996758603,986 Chapman Crest,North Jessicatown,Brazil,33064,No
CUST-45782-AS,Jacqueline Vaughn,jvaughn23@hotmail.com,5550991866003,491 Dakota Skyway Apt. 479,Robertburgh,Brazil,27399,Yes
CUST-58587-EU,Elizabeth Kelley,ekelley86@gmail.com,5559986010429,3120 Sylvia Junction Suite 620,East Karenstad,Brazil,98070,Yes
CUST-21587-EU,Adam Fischer,afischer714@gmail.com,4917735834667,19848 Benjamin Mountains,Port Lesliemouth,Germany,93745,Yes
CUST-97707-AS,John Jensen,jjensen23@gmail.com,491791615007,38487 Courtney Shores,Richardville,Germany,17500,Yes
CUST-19479-AF,Ronald Larson PhD,2658581@yahoo.com,5584960728663,921 Melissa Islands Suite 660,Danastad,Brazil,52014,Yes
CUST-63651-EU,Brittany Ferguson,bferguson211@yahoo.com,5557930919690,4756 Green Shore,North Davidland,Brazil,75994,No
CUST-18621-SA,Dr. Barbara Hughes,dhughes967@yahoo.com,27615384739,8184 Nelson Shoal,Johnsonview,South Africa,35638,No
CUST-53121-AS,Matthew Smith,msmith44@yahoo.com,5597917426891,670 Jackson Plaza Suite 208,Holderview,Brazil,74537,Yes
CUST-46862-US,David Medina,376694623@hotmail.com,27757787028,311 Meyer Drive,Tracybury,South Africa,77082,Yes
CUST-22510-AS,Vanessa Collins,vcollins1543@hotmail.com,819021062809,469 Christian Meadows,Deborahport,Japan,7346,No
CUST-60415-EU,Kevin Chapman,kchapman483@yahoo.com,4917071790855,8027 Hughes Plain Suite 589,Port Lindseyburgh,Germany,14444,Yes
CUST-50657-SA,Cynthia Garcia,592543435@yahoo.com,5525982418535,9745 Shaun Lodge Apt. 419,Lake Kimberly,Brazil,94617,Yes
CUST-92733-EU,Antonio Anderson,5876183@hotmail.com,4917320246431,086 Baker Throughway Apt. 299,New Thomas,Germany,77127,No
CUST-52669-SA,Derrick Farrell,dfarrell3462@gmail.com,4916801722581,118 Harris Harbor,Williamsonberg,Germany,68783,Yes
CUST-60566-US,Timothy Durham,tdurham144@hotmail.com,4915921090546,268 Berry Rest,Briannaton,Germany,16929,Yes
CUST-49466-SA,Walter Stokes,8426435@yahoo.com,817060465306,41332 Derrick Points,West Josebury,Japan,58055,Yes
CUST-47940-SA,Charles Coleman,ccoleman7882@yahoo.com,16975721831,8040 Katherine Overpass Apt. 348,East Christopher,United States,19253,Yes
CUST-10483-SA,Troy Chambers,tchambers612@yahoo.com,5598900863087,560 Jennifer Field Suite 427,North Mackenziestad,Brazil,27017,Yes
CUST-23837-US,Robert Kelly,rkelly5899@gmail.com,19192454741,93840 Patrick Center Suite 838,New Andrea,United States,59867,No
CUST-57138-AS,Alison Roman,aroman4689@gmail.com,16254013581,661 Martin Tunnel,Rachelstad,United States,84998,Yes
CUST-80474-AF,Isaac Choi,ichoi57@gmail.com,13267804955,1565 Smith Forge,Angelashire,United States,22946,Yes
CUST-21523-AF,Gary Jones,gjones086@yahoo.com,491636817669,97910 Merritt Terrace,Velazquezborough,Germany,81305,No
CUST-49330-US,Timothy Jackson,tjackson920@yahoo.com,27866399244,079 Stephen Vista,Port Hannahborough,South Africa,66838,Yes
CUST-62930-US,Alexander Thomas,athomas5966@gmail.com,491716877562,11567 Shaw Crossing Apt. 635,Greenport,Germany,2079,Yes
CUST-94867-AF,Michael Peters,mpeters7783@hotmail.com,4917001619332,23564 Collins Gateway Suite 763,North Audreyville,Germany,10353,No
CUST-57705-US,Michael Roberts,mroberts4380@gmail.com,18075799656,815 Sharp Field,South Andreastad,United States,29274,No
CUST-51553-AS,Isabella Morales,imorales901@gmail.com,4915049558107,473 Jonathan Highway,Port Paul,Germany,43823,No
CUST-87148-AF,Steven Rodriguez,srodriguez84@gmail.com,19229085211,9740 Parks Haven,Lake Chasebury,United States,42537,No
CUST-41816-SA,Robert Lopez,rlopez705@yahoo.com,27884199717,97054 Kelly Cliffs Apt. 377,Eatonfort,South Africa,70977,No
CUST-20060-AF,Ashley Rodriguez,2636163@gmail.com,5556924583953,61506 Arnold Loaf,Amberstad,Brazil,77328,Yes
CUST-67363-US,Michelle Cole,mcole368@hotmail.com,19257415890,932 Simmons Station Apt. 372,Williamton,United States,36711,No
CUST-98833-AS,Dustin Warren,727000997@hotmail.com,27757390307,89125 Jackson Meadow Suite 818,Jenningsshire,South Africa,13922,No
CUST-18669-EU,Natalie Walsh,62432952@yahoo.com,5595963189522,38433 Susan Burg Apt. 640,Lake Meganton,Brazil,28131,No
CUST-58457-US,David Wilson,dwilson8388@hotmail.com,818077416700,05824 Sandra Brooks,Port Jesse,Japan,57156,No
CUST-23017-AF,Kristin Gibbs,kgibbs463@yahoo.com,15572412958,0282 Alexander Ferry,Maryberg,United States,80855,Yes
CUST-99337-EU,Cindy Myers,895494795@gmail.com,15496762356,412 Linda Extensions,South Joseph,United States,36828,No
CUST-32436-AF,Steven Dawson,sdawson07@gmail.com,819063826685,2117 Castillo Via Suite 927,West Melissa,Japan,15247,Yes
CUST-89145-EU,Jason Ritter,jritter6602@gmail.com,819004086033,39041 Sanchez Estates,Lake Brianmouth,Japan,21984,Yes
CUST-28655-US,Kevin Bell,kbell8105@hotmail.com,19019986043,65931 Robert Extension Suite 364,New Timothy,United States,74091,No
CUST-89067-SA,Daniel Potter,dpotter29@gmail.com,817031213071,569 Davis Road,New Rodneymouth,Japan,44512,Yes
CUST-79867-AF,Regina Clark,rclark8384@gmail.com,4916232506163,86298 Bender Lodge,Christophertown,Germany,7043,Yes
CUST-64888-EU,Aaron Gilmore,agilmore494@hotmail.com,5515936158485,816 George Meadow Apt. 194,West Robertoburgh,Brazil,75599,Yes
CUST-83577-US,Travis Kent,tkent84@gmail.com,5505983310681,3985 Daniel Passage Apt. 255,East Ana,Brazil,85973,No
CUST-45870-US,Joseph Frye,jfrye5942@yahoo.com,5531962020885,6857 Allen Heights Suite 521,Sharimouth,Brazil,49153,No
CUST-73363-EU,Mr. George Davis,mdavis64@hotmail.com,4916652389906,012 Drake Junctions Suite 581,East Michaelfurt,Germany,20883,Yes
CUST-94082-SA,Ariel Wallace,40949584@hotmail.com,818070734609,01767 Todd Highway,West John,Japan,18629,No
CUST-48711-EU,Trevor Hayes,99293622@gmail.com,27635871720,80890 John Bridge,New Kennethfort,South Africa,47667,No
CUST-64554-US,Briana Gallegos,bgallegos59@yahoo.com,819034435216,8592 Nunez Walks,Robertland,Japan,50303,No
CUST-35579-AS,Jennifer Thomas,jthomas69@gmail.com,12945871824,7693 Charles Brooks,Rayhaven,United States,47389,Yes
CUST-79517-AS,Michele Perez,131359569@gmail.com,5580974893097,442 Montes Mountains Suite 880,Rodneyside,Brazil,93279,No
CUST-44872-AF,Bryan Wolfe,bwolfe95@gmail.com,817031804125,381 Allison Mountains Apt. 355,Wolfemouth,Japan,27206,No
CUST-91294-US,Donald Fox,dfox08@gmail.com,27607059450,6206 Desiree Ramp,South Cynthiatown,South Africa,38166,Yes
CUST-10880-SA,James Morris,29340454@gmail.com,19272063046,0002 Kelley Springs Suite 719,Wandastad,United States,6514,No
CUST-79876-US,Clarence Brady MD,cmd263@gmail.com,491630148015,6834 Mary Avenue Suite 596,New Tyler,Germany,55412,Yes
CUST-29129-AF,James Nolan,jnolan387@gmail.com,491559006792,1187 Golden Spring,North Reneefort,Germany,51188,No
CUST-97261-AS,Mary Lopez,mlopez035@gmail.com,27626298863,89353 Baker Plains,Lake Brian,South Africa,79514,No
CUST-71276-US,Gary Price,gprice30@yahoo.com,17454598304,6070 Burton Garden Suite 899,New Michael,United States,80462,No
CUST-97548-AS,Amy Douglas,adouglas1529@hotmail.com,5520916666850,134 Santiago Cove,North Elizabeth,Brazil,47370,No
CUST-13130-SA,Susan Richardson,srichardson587@yahoo.com,817017757268,1264 John Parkways Suite 372,Harrisstad,Japan,80674,Yes
CUST-65597-US,Anthony Stanley,astanley514@gmail.com,16822662137,94545 Brianna Flats Apt. 360,Port Susanstad,United States,53350,No
CUST-30730-AF,Philip Griffin,pgriffin6463@gmail.com,491591662897,52329 Jessica Key,Brianmouth,Germany,64671,Yes
CUST-79333-EU,Angela Shepherd,ashepherd12@yahoo.com,27703162238,9609 Anita Cliff Suite 418,Perezville,South Africa,32326,Yes
CUST-88774-AF,Latasha Johnson,ljohnson7652@gmail.com,27874686832,2899 Kyle Well,Makaylafurt,South Africa,85440,No
CUST-95857-AF,Erin Cooper,ecooper6286@hotmail.com,819091325450,8524 Tyler Hollow,Ronniefurt,Japan,26062,No
CUST-83987-SA,Deborah Morris,dmorris7907@hotmail.com,27638617027,19135 Melton Village,New Emily,South Africa,73800,No
CUST-79506-AS,David Olson,dolson9121@hotmail.com,27892930956,873 Blankenship Ford Apt. 883,Colleenhaven,South Africa,50382,No
CUST-20881-EU,Gina Stephens,05319244@gmail.com,16385467074,85736 Steven Summit Suite 463,East Malikland,United States,62758,No
CUST-36292-SA,Vincent Hogan,vhogan128@gmail.com,5581967175162,226 Watson Ports,West Stevenside,Brazil,23163,No
CUST-17060-SA,Heather White,hwhite57@gmail.com,819014347123,48672 Johnston Prairie Suite 888,West Shellyton,Japan,44358,No
CUST-26526-EU,Scott Stevens,sstevens7671@hotmail.com,17106207699,77218 Amanda Walk,Lake Edward,United States,74846,No
CUST-12022-AS,Laura Simmons,lsimmons17@hotmail.com,5517977504132,3459 Shannon Crossroad Suite 958,Coxstad,Brazil,64955,No
CUST-50041-SA,Sabrina Stevens,sstevens1305@yahoo.com,17348978826,525 Wiggins Union Apt. 255,Leonardbury,United States,66827,Yes
CUST-61114-AS,Tiffany Davis,3443198@hotmail.com,19398472348,76925 Sullivan Unions,South Christopher,United States,76388,No
CUST-18109-AF,Monica Moon,mmoon70@hotmail.com,27674109657,867 Ponce Course Suite 877,Greeneton,South Africa,62345,No
CUST-79050-SA,Mary Wade,mwade92@gmail.com,5506973453790,81068 Michael Prairie,Lake Gary,Brazil,37212,Yes
CUST-65095-AF,Samuel Smith,4036196@hotmail.com,818038739778,7383 Lee Mission Apt. 298,Smithview,Japan,51812,No
CUST-26963-US,James Mason,8627020@gmail.com,819077493508,6403 Justin Port Apt. 194,South Albert,Japan,44529,No
CUST-49829-EU,Seth Stewart,sstewart04@gmail.com,5500982702172,07612 Taylor Estates Suite 143,Port Stephaniefort,Brazil,35250,Yes
CUST-93587-SA,David Lee,5230742@hotmail.com,27741231882,8017 Jonathon Vista,East Richardton,South Africa,20170,No
CUST-92046-US,April Perez,aperez60@gmail.com,491554762674,9706 Wilson Brooks Apt. 103,Lake Melanie,Germany,4075,Yes
CUST-70319-SA,Rebecca Ramos,rramos8892@hotmail.com,19614453893,08303 Perez Station,Heatherbury,United States,57825,No
CUST-41043-US,Terry Zimmerman,tzimmerman61@hotmail.com,27745502478,823 Eaton Locks,Webbhaven,South Africa,37840,No
CUST-54225-EU,John Wade,jwade9133@yahoo.com,5524964753452,67452 Joshua Fall,Lake Victoriabury,Brazil,6065,No
CUST-96024-AF,Erica Garcia,egarcia369@gmail.com,16252265277,794 Cunningham Glens Apt. 958,Vincenttown,United States,26247,Yes
CUST-79988-SA,Patricia Martinez,pmartinez84@hotmail.com,819086198112,72208 Andrew Groves Apt. 571,North Judy,Japan,3798,Yes
CUST-47686-SA,William Cook,wcook4003@hotmail.com,4916583210482,775 Richard Ranch Suite 940,Hernandezbury,Germany,16278,Yes
CUST-52465-SA,Christine Miller,cmiller27@yahoo.com,819077854026,73663 Amber Walk Suite 378,West Jessica,Japan,49849,Yes
CUST-86835-US,Bruce May,bmay524@hotmail.com,5561931422622,4647 Todd Estate,Westberg,Brazil,84372,No
CUST-18293-AS,Robert Martinez,rmartinez7471@hotmail.com,18042753624,43419 Wagner Rest,Port Johnny,United States,83183,Yes
CUST-39828-SA,Glen Norman,gnorman141@gmail.com,5555973668665,446 Linda Landing,Waltersfurt,Brazil,96448,No
CUST-77267-AF,Tracey Woods,twoods3138@hotmail.com,19507211530,94133 Sharon Corner Apt. 102,Erinfurt,United States,5688,No
CUST-25938-AS,John Cochran,jcochran092@yahoo.com,27807007031,51994 Terri Circle,Lake Shawnchester,South Africa,5621,No
CUST-82447-US,Rebecca Barrett,rbarrett8662@hotmail.com,491560230334,31266 Rojas Walks,North Danaton,Germany,78053,No
CUST-28868-AF,Lisa Tate,ltate293@hotmail.com,27818526841,1660 Steven Parkway Suite 155,Port Saraside,South Africa,84196,No
CUST-43901-AS,Kirk Tate,ktate431@yahoo.com,27761698703,684 Nicole Divide Apt. 484,Juarezton,South Africa,67874,Yes
CUST-66830-AF,Joan Johnson,jjohnson03@hotmail.com,5536920779201,9185 Scott Common,Serranofurt,Brazil,8410,No
CUST-19585-AF,Stefanie Jones,882648517@hotmail.com,491678525589,280 Kari Forest,Wesleyport,Germany,29878,No
CUST-25537-AS,Frank Vargas,fvargas19@yahoo.com,12444782725,2349 Johnson Motorway,Lake Zacharytown,United States,41806,Yes
CUST-44347-AF,Alexis Rodriguez,arodriguez34@hotmail.com,18403720766,108 Paul Springs,North Jesseberg,United States,53211,No
CUST-32286-US,Elizabeth Anderson,eanderson30@gmail.com,818070669331,00422 Mitchell Terrace,East Shannon,Japan,15752,Yes
CUST-41302-AF,Shawna Blackburn,sblackburn27@yahoo.com,13998384668,849 Curry Parkways Suite 586,Markchester,United States,70335,No
CUST-83085-SA,Shannon Rivera,7828295@hotmail.com,5559993544850,01995 Sexton Villages,Michaelland,Brazil,82541,Yes
CUST-40155-AS,Tiffany Mcpherson,tmcpherson62@hotmail.com,27725825670,13143 Brandon Brook Apt. 487,Jennifermouth,South Africa,87598,No
CUST-41750-AS,Jillian Avila,javila523@yahoo.com,27650078057,45326 Scott Inlet Suite 207,Manuelport,South Africa,19350,No
CUST-33013-EU,Victoria Blair,vblair47@hotmail.com,27779374164,28460 Newman Vista Suite 967,Davidland,South Africa,67761,Yes
CUST-58330-SA,Jessica Gillespie,jgillespie04@yahoo.com,4916801333416,33533 Michelle Vista,New Marissa,Germany,73306,No
CUST-81433-SA,Catherine Aguilar,caguilar58@yahoo.com,14558852291,2324 Kristin Stravenue Apt. 703,Hillbury,United States,73060,No
CUST-51132-US,Gerald Hill,50414611@gmail.com,5529949021536,4966 Mclean Passage,North Alyssa,Brazil,54987,Yes
CUST-28900-SA,Jessica Webb,1659158@yahoo.com,4917414816083,1983 Herrera Trail,Craigland,Germany,10824,Yes
CUST-62538-AF,Paul Gardner,pgardner5227@gmail.com,817091706480,24867 Jared Pass Suite 815,New Juanfort,Japan,40750,No
CUST-42046-US,Alexa Dawson MD,amd272@gmail.com,5567932070734,2886 Burns Port Suite 189,Lake Tiffanymouth,Brazil,67934,Yes
CUST-35831-SA,Jennifer Romero,371786526@yahoo.com,5502963266906,05876 Cook Mills Apt. 828,Lake Anthony,Brazil,16519,No
CUST-39171-AS,Richard Miller,rmiller21@gmail.com,5584903387358,74119 Buckley Mews,South Nathan,Brazil,50758,Yes
CUST-80921-EU,Thomas Reeves,treeves941@gmail.com,27898538710,657 Robert Branch,Lake Dominique,South Africa,25516,Yes
CUST-92157-SA,Jennifer Leonard,1070204@gmail.com,5501976526144,408 Jerry Station Suite 037,Courtneyview,Brazil,41810,Yes
CUST-48398-AS,Tara Mosley,3007945@yahoo.com,17784055100,27490 Horton Trafficway Suite 922,West Brendamouth,United States,28621,No
