Order ID,Order Date,Customer ID,Product ID,Quantity,Customer Name,Email,Country,Product,Service Tier,Loan Term (Years),Unit Price,Sales,Loyalty Card
FTX-21650-420,2019-02-09,CUST-68929-EU,PRD-90,4,Michael Gentry,cmiller27@yahoo.com,United States,Loans,VIP,10,7.8626,31.4504,No
FTX-97253-648,2019-02-09,CUST-77817-US,PRD-91,4,Frank Burke,rmartinez7471@hotmail.com,Germany,Money Transfers,Standard,10,13.7991,55.1964,No
FTX-10219-498,2019-02-10,CUST-73628-US,PRD-92,2,David Burke,twoods3138@hotmail.com,Germany,Loans,VIP,3,4.282366666666667,8.564733333333335,No
FTX-73007-841,2019-02-10,CUST-51056-US,PRD-93,2,Michael Jimenez,rbarrett8662@hotmail.com,Brazil,Investments,Premium,3,3.683833333333334,7.367666666666668,No
FTX-64960-680,2019-02-11,CUST-45782-AS,PRD-94,2,Jacqueline Vaughn,ktate431@yahoo.com,Brazil,Loans,Standard,3,4.312900000000001,8.625800000000002,Yes
FTX-83822-728,2019-02-11,CUST-58587-EU,PRD-95,2,Elizabeth Kelley,882648517@hotmail.com,Brazil,Money Transfers,Standard,3,3.4814,6.9628,Yes
FTX-83266-719,2019-02-12,CUST-21587-EU,PRD-96,2,Adam Fischer,arodriguez34@hotmail.com,Germany,Investments,Standard,3,3.5682,7.1364,Yes
FTX-56487-447,2019-02-12,CUST-97707-AS,PRD-97,4,John Jensen,sblackburn27@yahoo.com,Germany,Investments,Standard,10,10.94206666666667,43.76826666666668,Yes
FTX-62451-391,2019-02-12,CUST-19479-AF,PRD-98,2,Ronald Larson PhD,tmcpherson62@hotmail.com,Brazil,Credit Cards,Premium,3,2.076266666666667,4.152533333333334,Yes
FTX-42563-778,2019-02-13,CUST-63651-EU,PRD-99,1,Brittany Ferguson,vblair47@hotmail.com,Brazil,Loans,Standard,1,0.7745666666666666,0.7745666666666666,No
FTX-42912-804,2019-02-13,CUST-18621-SA,PRD-100,3,Dr. Barbara Hughes,caguilar58@yahoo.com,South Africa,Money Transfers,VIP,5,3.490466666666667,10.471400000000001,No
FTX-33196-706,2019-02-14,CUST-53121-AS,PRD-101,2,Matthew Smith,1659158@yahoo.com,Brazil,Credit Cards,Standard,3,3.909233333333334,7.818466666666668,Yes
FTX-17546-430,2019-02-14,CUST-46862-US,PRD-102,2,David Medina,amd272@gmail.com,South Africa,Credit Cards,Premium,3,2.943066666666667,5.886133333333334,Yes
FTX-64102-810,2019-02-15,CUST-22510-AS,PRD-103,4,Vanessa Collins,rmiller21@gmail.com,Japan,Loans,Standard,10,11.75236666666667,47.00946666666668,No
FTX-12903-285,2019-02-15,CUST-60415-EU,PRD-104,2,Kevin Chapman,1070204@gmail.com,Germany,Loans,Premium,3,4.7227,9.4454,Yes
FTX-65978-754,2019-02-16,CUST-50657-SA,PRD-105,2,Cynthia Garcia,wwright52@gmail.com,Brazil,Money Transfers,Premium,3,2.747866666666667,5.495733333333334,Yes
FTX-92506-954,2019-02-16,CUST-92733-EU,PRD-106,2,Antonio Anderson,mross41@gmail.com,Germany,Credit Cards,VIP,3,3.231133333333333,6.462266666666666,No
FTX-96079-564,2019-02-16,CUST-52669-SA,PRD-107,4,Derrick Farrell,amurphy59@gmail.com,Germany,Money Transfers,Standard,10,14.22216666666667,56.88866666666668,Yes
FTX-84990-634,2019-02-17,CUST-60566-US,PRD-108,2,Timothy Durham,999832220@yahoo.com,Germany,Credit Cards,Standard,3,2.6864,5.3728,Yes
FTX-69184-405,2019-02-17,CUST-49466-SA,PRD-109,3,Walter Stokes,3218971@yahoo.com,Japan,Credit Cards,Standard,5,3.718233333333334,11.154700000000002,Yes
FTX-42561-621,2019-02-18,CUST-47940-SA,PRD-110,4,Charles Coleman,ndavis0582@yahoo.com,United States,Credit Cards,VIP,10,9.564166666666667,38.25666666666667,Yes
FTX-79853-680,2019-02-18,CUST-10483-SA,PRD-111,3,Troy Chambers,gbeltran577@hotmail.com,Brazil,Loans,VIP,5,4.139433333333334,12.418300000000002,Yes
FTX-67030-967,2019-02-19,CUST-23837-US,PRD-112,4,Robert Kelly,sclarke7911@hotmail.com,United States,Credit Cards,Premium,10,15.96363333333333,63.85453333333332,No
FTX-10381-784,2019-02-19,CUST-57138-AS,PRD-113,2,Alison Roman,96296866@yahoo.com,United States,Credit Cards,Premium,3,4.424366666666667,8.848733333333334,Yes
FTX-78162-335,2019-02-19,CUST-80474-AF,PRD-114,3,Isaac Choi,mlong1404@yahoo.com,United States,Credit Cards,Premium,5,6.500366666666667,19.5011,Yes
FTX-21621-181,2019-02-20,CUST-21523-AF,PRD-115,4,Gary Jones,dwilliams4500@gmail.com,Germany,Investments,VIP,10,15.38126666666667,61.52506666666668,No
FTX-45674-534,2019-02-20,CUST-49330-US,PRD-116,1,Timothy Jackson,amcdaniel3698@yahoo.com,South Africa,Loans,VIP,1,1.470333333333333,1.470333333333333,Yes
FTX-12591-861,2019-02-21,CUST-62930-US,PRD-117,2,Alexander Thomas,areyes8854@hotmail.com,Germany,Investments,VIP,3,2.5597,5.1194,Yes
FTX-75546-273,2019-02-21,CUST-94867-AF,PRD-118,4,Michael Peters,dhoover32@gmail.com,Germany,Loans,Premium,10,15.59226666666667,62.36906666666668,No
FTX-80071-156,2019-02-22,CUST-57705-US,PRD-119,1,Michael Roberts,dhardy07@gmail.com,United States,Money Transfers,VIP,1,1.206,1.206,No
FTX-25032-946,2019-02-22,CUST-51553-AS,PRD-120,4,Isabella Morales,dhill8494@hotmail.com,Germany,Investments,Premium,10,14.74106666666667,58.96426666666668,No
FTX-32976-586,2019-02-23,CUST-87148-AF,PRD-121,1,Steven Rodriguez,mgreen843@gmail.com,United States,Money Transfers,Premium,1,1.562766666666667,1.562766666666667,No
FTX-55117-159,2019-02-23,CUST-41816-SA,PRD-122,2,Robert Lopez,eroberts75@yahoo.com,South Africa,Credit Cards,Standard,3,2.954,5.908,No
FTX-70999-276,2019-02-23,CUST-20060-AF,PRD-123,3,Ashley Rodriguez,964521016@gmail.com,Brazil,Money Transfers,Standard,5,3.8836,11.6508,Yes
FTX-95949-576,2019-02-24,CUST-67363-US,PRD-124,1,Michelle Cole,sjones85@hotmail.com,United States,Money Transfers,Standard,1,0.8946000000000001,0.8946000000000001,No
FTX-37300-750,2019-02-24,CUST-98833-AS,PRD-125,4,Dustin Warren,43103251@hotmail.com,South Africa,Money Transfers,Premium,10,10.93773333333333,43.75093333333332,No
FTX-22995-405,2019-02-25,CUST-18669-EU,PRD-126,2,Natalie Walsh,kgolden0429@gmail.com,Brazil,Money Transfers,Standard,3,4.454033333333333,8.908066666666667,No
FTX-64967-226,2019-02-25,CUST-58457-US,PRD-127,1,David Wilson,randerson7507@hotmail.com,Japan,Loans,Standard,1,1.5274,1.5274,No
FTX-90685-171,2019-02-26,CUST-23017-AF,PRD-128,4,Kristin Gibbs,mhuber7959@yahoo.com,United States,Investments,Standard,10,6.7362,26.9448,Yes
FTX-73947-171,2019-02-26,CUST-99337-EU,PRD-129,4,Cindy Myers,emurray978@hotmail.com,United States,Loans,VIP,10,11.77413333333333,47.09653333333332,No
FTX-51078-769,2019-02-26,CUST-32436-AF,PRD-130,4,Steven Dawson,jpeterson9641@hotmail.com,Japan,Loans,Premium,10,10.84076666666667,43.36306666666668,Yes
FTX-20944-747,2019-02-27,CUST-89145-EU,PRD-131,1,Jason Ritter,dlopez6301@gmail.com,Japan,Loans,Standard,1,0.8887666666666666,0.8887666666666666,Yes
FTX-34137-227,2019-02-27,CUST-28655-US,PRD-132,1,Kevin Bell,87703493@hotmail.com,United States,Money Transfers,VIP,1,0.7865333333333334,0.7865333333333334,No
FTX-29424-771,2019-02-28,CUST-89067-SA,PRD-133,1,Daniel Potter,jsims57@yahoo.com,Japan,Loans,VIP,1,1.004266666666667,1.004266666666667,Yes
FTX-51319-577,2019-02-28,CUST-79867-AF,PRD-134,3,Regina Clark,ghammond96@gmail.com,Germany,Investments,VIP,5,8.047866666666666,24.1436,Yes
FTX-15121-112,2019-03-01,CUST-64888-EU,PRD-135,1,Aaron Gilmore,mscott939@gmail.com,Brazil,Loans,Standard,1,0.9898666666666667,0.9898666666666667,Yes
FTX-49267-614,2019-03-01,CUST-83577-US,PRD-136,1,Travis Kent,drobbins1449@yahoo.com,Brazil,Credit Cards,VIP,1,1.185466666666667,1.185466666666667,No
FTX-40417-122,2019-03-02,CUST-45870-US,PRD-137,1,Joseph Frye,clewis144@gmail.com,Brazil,Money Transfers,Premium,1,1.3697,1.3697,No
FTX-43340-848,2019-03-02,CUST-73363-EU,PRD-138,3,Mr. George Davis,jnavarro5513@yahoo.com,Germany,Credit Cards,VIP,5,5.151466666666667,15.4544,Yes
FTX-69138-368,2019-03-02,CUST-94082-SA,PRD-139,1,Ariel Wallace,mmueller89@gmail.com,Japan,Investments,VIP,1,1.638433333333333,1.638433333333333,No
FTX-77906-677,2019-03-03,CUST-48711-EU,PRD-140,4,Trevor Hayes,vhall0787@gmail.com,South Africa,Investments,VIP,10,16.29113333333333,65.16453333333332,No
FTX-64209-466,2019-03-03,CUST-64554-US,PRD-141,1,Briana Gallegos,45779588@hotmail.com,Japan,Investments,VIP,1,0.9184333333333333,0.9184333333333333,No
FTX-40498-584,2019-03-04,CUST-35579-AS,PRD-142,4,Jennifer Thomas,kmitchell7603@hotmail.com,United States,Investments,Premium,10,11.63916666666667,46.55666666666668,Yes
FTX-31460-400,2019-03-04,CUST-79517-AS,PRD-143,4,Michele Perez,amccormick3360@gmail.com,Brazil,Loans,Standard,10,9.675433333333332,38.70173333333333,No
FTX-89187-119,2019-03-05,CUST-44872-AF,PRD-144,4,Bryan Wolfe,1580575@yahoo.com,Japan,Money Transfers,Premium,10,9.515066666666668,38.06026666666667,No
FTX-33428-479,2019-03-05,CUST-91294-US,PRD-145,3,Donald Fox,jtapia696@hotmail.com,South Africa,Investments,Premium,5,3.517766666666667,10.553300000000002,Yes
FTX-36866-861,2019-03-05,CUST-10880-SA,PRD-146,3,James Morris,784309867@yahoo.com,United States,Credit Cards,Standard,5,6.381166666666667,19.143500000000003,No
FTX-13280-488,2019-03-06,CUST-79876-US,PRD-147,3,Clarence Brady MD,mwilliams9846@gmail.com,Germany,Investments,VIP,5,5.846733333333333,17.5402,Yes
FTX-14000-602,2019-03-06,CUST-29129-AF,PRD-148,1,James Nolan,401586624@yahoo.com,Germany,Money Transfers,Standard,1,0.7181333333333333,0.7181333333333333,No
FTX-31087-426,2019-03-07,CUST-97261-AS,PRD-149,4,Mary Lopez,jtaylor190@yahoo.com,South Africa,Credit Cards,Standard,10,9.453133333333334,37.812533333333334,No
FTX-56092-413,2019-03-07,CUST-71276-US,PRD-150,3,Gary Price,tkrause20@yahoo.com,United States,Credit Cards,Premium,5,7.874666666666667,23.624000000000002,No
FTX-96192-236,2019-03-08,CUST-97548-AS,PRD-151,3,Amy Douglas,csosa446@hotmail.com,Brazil,Credit Cards,Standard,5,4.531133333333334,13.593400000000003,No
FTX-30734-982,2019-03-08,CUST-13130-SA,PRD-152,1,Susan Richardson,808238683@hotmail.com,Japan,Loans,VIP,1,0.8115666666666667,0.8115666666666667,Yes
FTX-93898-351,2019-03-09,CUST-65597-US,PRD-153,3,Anthony Stanley,mwilliams832@gmail.com,United States,Investments,Premium,5,5.780600000000001,17.341800000000003,No
FTX-68783-132,2019-03-09,CUST-30730-AF,PRD-154,1,Philip Griffin,vwilson79@gmail.com,Germany,Loans,VIP,1,1.652333333333333,1.652333333333333,Yes
FTX-49211-962,2019-03-09,CUST-79333-EU,PRD-155,2,Angela Shepherd,337527166@hotmail.com,South Africa,Credit Cards,Premium,3,2.726166666666667,5.452333333333334,Yes
FTX-58031-684,2019-03-10,CUST-88774-AF,PRD-156,3,Latasha Johnson,jbutler96@yahoo.com,South Africa,Loans,VIP,5,6.694,20.082,No
FTX-69534-109,2019-03-10,CUST-95857-AF,PRD-157,2,Erin Cooper,0584396@hotmail.com,Japan,Loans,Standard,3,4.284866666666667,8.569733333333334,No
